patch,freq_start,freq_end,time_start,time_end,base_confidence,masked_confidence,confidence_drop
0,0,8,0,12,0.9942983984947205,0.9944182634353638,-0.00011986494064331055
0,0,8,12,24,0.9942983984947205,0.9952023029327393,-0.0009039044380187988
0,0,8,24,36,0.9942983984947205,0.9945240020751953,-0.00022560358047485352
0,0,8,36,48,0.9942983984947205,0.9942973256111145,1.0728836059570312e-06
0,0,8,48,60,0.9942983984947205,0.9941108822822571,0.0001875162124633789
0,0,8,60,72,0.9942983984947205,0.9945968389511108,-0.00029844045639038086
0,0,8,72,84,0.9942983984947205,0.9937891364097595,0.0005092620849609375
0,0,8,84,96,0.9942983984947205,0.9936498999595642,0.00064849853515625
0,8,16,0,12,0.9942983984947205,0.994971752166748,-0.0006733536720275879
0,8,16,12,24,0.9942983984947205,0.9948034882545471,-0.0005050897598266602
0,8,16,24,36,0.9942983984947205,0.9945131540298462,-0.00021475553512573242
0,8,16,36,48,0.9942983984947205,0.9943943023681641,-9.590387344360352e-05
0,8,16,48,60,0.9942983984947205,0.9947233200073242,-0.00042492151260375977
0,8,16,60,72,0.9942983984947205,0.9938071370124817,0.0004912614822387695
0,8,16,72,84,0.9942983984947205,0.9949697852134705,-0.00067138671875
0,8,16,84,96,0.9942983984947205,0.9947867393493652,-0.0004883408546447754
0,16,24,0,12,0.9942983984947205,0.9950317144393921,-0.0007333159446716309
0,16,24,12,24,0.9942983984947205,0.9945002794265747,-0.00020188093185424805
0,16,24,24,36,0.9942983984947205,0.994292140007019,6.258487701416016e-06
0,16,24,36,48,0.9942983984947205,0.9941825270652771,0.00011587142944335938
0,16,24,48,60,0.9942983984947205,0.9942885637283325,9.834766387939453e-06
0,16,24,60,72,0.9942983984947205,0.9944238066673279,-0.00012540817260742188
0,16,24,72,84,0.9942983984947205,0.9956243634223938,-0.0013259649276733398
0,16,24,84,96,0.9942983984947205,0.9953807592391968,-0.0010823607444763184
0,24,32,0,12,0.9942983984947205,0.9947633147239685,-0.0004649162292480469
0,24,32,12,24,0.9942983984947205,0.994433581829071,-0.00013518333435058594
0,24,32,24,36,0.9942983984947205,0.9943318367004395,-3.343820571899414e-05
0,24,32,36,48,0.9942983984947205,0.9943916201591492,-9.322166442871094e-05
0,24,32,48,60,0.9942983984947205,0.9947822690010071,-0.0004838705062866211
0,24,32,60,72,0.9942983984947205,0.9948758482933044,-0.0005774497985839844
0,24,32,72,84,0.9942983984947205,0.9956738352775574,-0.001375436782836914
0,24,32,84,96,0.9942983984947205,0.9954941272735596,-0.0011957287788391113
0,32,40,0,12,0.9942983984947205,0.9950394034385681,-0.0007410049438476562
0,32,40,12,24,0.9942983984947205,0.9948108196258545,-0.0005124211311340332
0,32,40,24,36,0.9942983984947205,0.9944361448287964,-0.00013774633407592773
0,32,40,36,48,0.9942983984947205,0.9945236444473267,-0.00022524595260620117
0,32,40,48,60,0.9942983984947205,0.9944421648979187,-0.0001437664031982422
0,32,40,60,72,0.9942983984947205,0.9943138360977173,-1.5437602996826172e-05
0,32,40,72,84,0.9942983984947205,0.9952019453048706,-0.0009035468101501465
0,32,40,84,96,0.9942983984947205,0.9951496720314026,-0.0008512735366821289
0,40,48,0,12,0.9942983984947205,0.9949228167533875,-0.0006244182586669922
0,40,48,12,24,0.9942983984947205,0.9947521686553955,-0.00045377016067504883
0,40,48,24,36,0.9942983984947205,0.9946058392524719,-0.00030744075775146484
0,40,48,36,48,0.9942983984947205,0.9946467280387878,-0.0003483295440673828
0,40,48,48,60,0.9942983984947205,0.9943374991416931,-3.910064697265625e-05
0,40,48,60,72,0.9942983984947205,0.994559109210968,-0.0002607107162475586
0,40,48,72,84,0.9942983984947205,0.9944462776184082,-0.00014787912368774414
0,40,48,84,96,0.9942983984947205,0.9949787259101868,-0.0006803274154663086
0,48,56,0,12,0.9942983984947205,0.9943665862083435,-6.818771362304688e-05
0,48,56,12,24,0.9942983984947205,0.9942845702171326,1.3828277587890625e-05
0,48,56,24,36,0.9942983984947205,0.9940683841705322,0.00023001432418823242
0,48,56,36,48,0.9942983984947205,0.99434494972229,-4.655122756958008e-05
0,48,56,48,60,0.9942983984947205,0.9942511320114136,4.7266483306884766e-05
0,48,56,60,72,0.9942983984947205,0.9943807721138,-8.237361907958984e-05
0,48,56,72,84,0.9942983984947205,0.9942096471786499,8.875131607055664e-05
0,48,56,84,96,0.9942983984947205,0.9943214654922485,-2.3066997528076172e-05
0,56,64,0,12,0.9942983984947205,0.9944382905960083,-0.0001398921012878418
0,56,64,12,24,0.9942983984947205,0.9943011999130249,-2.8014183044433594e-06
0,56,64,24,36,0.9942983984947205,0.9943021535873413,-3.7550926208496094e-06
0,56,64,36,48,0.9942983984947205,0.9943516254425049,-5.322694778442383e-05
0,56,64,48,60,0.9942983984947205,0.9943053126335144,-6.9141387939453125e-06
0,56,64,60,72,0.9942983984947205,0.9943315982818604,-3.319978713989258e-05
0,56,64,72,84,0.9942983984947205,0.9944255352020264,-0.0001271367073059082
0,56,64,84,96,0.9942983984947205,0.9944732785224915,-0.0001748800277709961
1,0,8,0,12,0.9942983984947205,0.9938695430755615,0.00042885541915893555
1,0,8,12,24,0.9942983984947205,0.9944725632667542,-0.0001741647720336914
1,0,8,24,36,0.9942983984947205,0.9946630001068115,-0.00036460161209106445
1,0,8,36,48,0.9942983984947205,0.9945313334465027,-0.00023293495178222656
1,0,8,48,60,0.9942983984947205,0.9943091869354248,-1.0788440704345703e-05
1,0,8,60,72,0.9942983984947205,0.994983434677124,-0.0006850361824035645
1,0,8,72,84,0.9942983984947205,0.9948189854621887,-0.0005205869674682617
1,0,8,84,96,0.9942983984947205,0.9943080544471741,-9.655952453613281e-06
1,8,16,0,12,0.9942983984947205,0.9951803684234619,-0.0008819699287414551
1,8,16,12,24,0.9942983984947205,0.9941524863243103,0.00014591217041015625
1,8,16,24,36,0.9942983984947205,0.9954447746276855,-0.0011463761329650879
1,8,16,36,48,0.9942983984947205,0.9950036406517029,-0.0007052421569824219
1,8,16,48,60,0.9942983984947205,0.9943956136703491,-9.721517562866211e-05
1,8,16,60,72,0.9942983984947205,0.994346559047699,-4.8160552978515625e-05
1,8,16,72,84,0.9942983984947205,0.995945394039154,-0.0016469955444335938
1,8,16,84,96,0.9942983984947205,0.995468258857727,-0.0011698603630065918
1,16,24,0,12,0.9942983984947205,0.994855523109436,-0.0005571246147155762
1,16,24,12,24,0.9942983984947205,0.9948053956031799,-0.0005069971084594727
1,16,24,24,36,0.9942983984947205,0.9949348568916321,-0.0006364583969116211
1,16,24,36,48,0.9942983984947205,0.9948709011077881,-0.000572502613067627
1,16,24,48,60,0.9942983984947205,0.994002640247345,0.0002957582473754883
1,16,24,60,72,0.9942983984947205,0.9927111864089966,0.001587212085723877
1,16,24,72,84,0.9942983984947205,0.9941923022270203,0.00010609626770019531
1,16,24,84,96,0.9942983984947205,0.9953244924545288,-0.0010260939598083496
1,24,32,0,12,0.9942983984947205,0.9944955706596375,-0.0001971721649169922
1,24,32,12,24,0.9942983984947205,0.9943360686302185,-3.7670135498046875e-05
1,24,32,24,36,0.9942983984947205,0.9945499300956726,-0.00025153160095214844
1,24,32,36,48,0.9942983984947205,0.9945127964019775,-0.00021439790725708008
1,24,32,48,60,0.9942983984947205,0.9943774342536926,-7.903575897216797e-05
1,24,32,60,72,0.9942983984947205,0.995048463344574,-0.0007500648498535156
1,24,32,72,84,0.9942983984947205,0.9955163598060608,-0.001217961311340332
1,24,32,84,96,0.9942983984947205,0.9952959418296814,-0.0009975433349609375
1,32,40,0,12,0.9942983984947205,0.9945340156555176,-0.00023561716079711914
1,32,40,12,24,0.9942983984947205,0.9943187832832336,-2.0384788513183594e-05
1,32,40,24,36,0.9942983984947205,0.9946054816246033,-0.0003070831298828125
1,32,40,36,48,0.9942983984947205,0.9942217469215393,7.665157318115234e-05
1,32,40,48,60,0.9942983984947205,0.9942527413368225,4.565715789794922e-05
1,32,40,60,72,0.9942983984947205,0.9944942593574524,-0.0001958608627319336
1,32,40,72,84,0.9942983984947205,0.9945526719093323,-0.0002542734146118164
