sample_id,method,topk_percent,baseline,base_confidence,masked_confidence,confidence_drop,masked_confidence_std
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,5,random,0.5457333922386169,0.44769068956375124,0.0980427026748657,0.02218385328387216
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,10,xai,0.5457333922386169,0.3870447874069214,0.15868860483169556,
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,10,random,0.5457333922386169,0.5153392165899277,0.030394175648689292,0.014653135929532535
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,20,xai,0.5457333922386169,0.38088101148605347,0.16485238075256348,
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,20,random,0.5457333922386169,0.5268659591674805,0.018867433071136475,0.014863497305305538
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,30,xai,0.5457333922386169,0.32873207330703735,0.2170013189315796,
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,30,random,0.5457333922386169,0.5104237526655198,0.035309639573097185,0.01869835414661695
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,40,xai,0.5457333922386169,0.29748767614364624,0.2482457160949707,
000001_seg01_spinner_dolphin_train_1_000104,guided_backprop,40,random,0.5457333922386169,0.4794968873262405,0.06623650491237643,0.021528729718690853
000001_seg02_spinner_dolphin_train_1_000104,gradcam,5,xai,0.5457333922386169,0.44172394275665283,0.10400944948196411,
000001_seg02_spinner_dolphin_train_1_000104,gradcam,5,random,0.5457333922386169,0.451052314043045,0.09468107819557192,0.027843723142564503
000001_seg02_spinner_dolphin_train_1_000104,gradcam,10,xai,0.5457333922386169,0.5461946129798889,-0.00046122074127197266,
000001_seg02_spinner_dolphin_train_1_000104,gradcam,10,random,0.5457333922386169,0.5109591573476792,0.03477423489093778,0.02765680295721089
000001_seg02_spinner_dolphin_train_1_000104,gradcam,20,xai,0.5457333922386169,0.5469353199005127,-0.001201927661895752,
000001_seg02_spinner_dolphin_train_1_000104,gradcam,20,random,0.5457333922386169,0.5210949122905731,0.0246384799480438,0.011631680134334507
000001_seg02_spinner_dolphin_train_1_000104,gradcam,30,xai,0.5457333922386169,0.5402390360832214,0.005494356155395508,
000001_seg02_spinner_dolphin_train_1_000104,gradcam,30,random,0.5457333922386169,0.5096579551696777,0.03607543706893923,0.013888790693289285
000001_seg02_spinner_dolphin_train_1_000104,gradcam,40,xai,0.5457333922386169,0.5471876859664917,-0.0014542937278747559,
000001_seg02_spinner_dolphin_train_1_000104,gradcam,40,random,0.5457333922386169,0.48127286434173583,0.06446052789688111,0.024249614068934746
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,5,xai,0.5457333922386169,0.441593736410141,0.10413965582847595,
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,5,random,0.5457333922386169,0.4421011179685593,0.10363227427005767,0.0375957561065753
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,10,xai,0.5457333922386169,0.4104030132293701,0.13533037900924683,
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,10,random,0.5457333922386169,0.5004498869180679,0.04528350532054903,0.02755399740317597
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,20,xai,0.5457333922386169,0.5441568493843079,0.001576542854309082,
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,20,random,0.5457333922386169,0.5255814790725708,0.020151913166046143,0.01050447275821188
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,30,xai,0.5457333922386169,0.5441568493843079,0.001576542854309082,
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,30,random,0.5457333922386169,0.5022643655538559,0.04346902668476105,0.018078662892937348
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,40,xai,0.5457333922386169,0.5441568493843079,0.001576542854309082,
000001_seg02_spinner_dolphin_train_1_000104,integrated_gradients,40,random,0.5457333922386169,0.4857516407966614,0.059981751441955555,0.027682869391012402
000001_seg02_spinner_dolphin_train_1_000104,occlusion,5,xai,0.5457333922386169,0.3839022219181061,0.16183117032051086,
000001_seg02_spinner_dolphin_train_1_000104,occlusion,5,random,0.5457333922386169,0.4500392585992813,0.09569413363933565,0.027608555754598273
000001_seg02_spinner_dolphin_train_1_000104,occlusion,10,xai,0.5457333922386169,0.3648221790790558,0.18091121315956116,
000001_seg02_spinner_dolphin_train_1_000104,occlusion,10,random,0.5457333922386169,0.5104124397039413,0.0353209525346756,0.013598973386095385
000001_seg02_spinner_dolphin_train_1_000104,occlusion,20,xai,0.5457333922386169,0.3648221790790558,0.18091121315956116,
000001_seg02_spinner_dolphin_train_1_000104,occlusion,20,random,0.5457333922386169,0.5293220043182373,0.01641138792037966,0.012127597783905441
000001_seg02_spinner_dolphin_train_1_000104,occlusion,30,xai,0.5457333922386169,0.3648221790790558,0.18091121315956116,
