patch,freq_start,freq_end,time_start,time_end,base_confidence,masked_confidence,confidence_drop
0,0,8,0,12,0.5457333922386169,0.5452795028686523,0.0004538893699645996
0,0,8,12,24,0.5457333922386169,0.542815625667572,0.002917766571044922
0,0,8,24,36,0.5457333922386169,0.5410882234573364,0.004645168781280518
0,0,8,36,48,0.5457333922386169,0.5439022183418274,0.0018311738967895508
0,0,8,48,60,0.5457333922386169,0.5457640290260315,-3.063678741455078e-05
0,0,8,60,72,0.5457333922386169,0.5480322241783142,-0.0022988319396972656
0,0,8,72,84,0.5457333922386169,0.5489825010299683,-0.0032491087913513184
0,0,8,84,96,0.5457333922386169,0.5445372462272644,0.001196146011352539
0,8,16,0,12,0.5457333922386169,0.5480316877365112,-0.002298295497894287
0,8,16,12,24,0.5457333922386169,0.546886146068573,-0.0011527538299560547
0,8,16,24,36,0.5457333922386169,0.5466060042381287,-0.0008726119995117188
0,8,16,36,48,0.5457333922386169,0.5483850836753845,-0.002651691436767578
0,8,16,48,60,0.5457333922386169,0.535904586315155,0.009828805923461914
0,8,16,60,72,0.5457333922386169,0.5490938425064087,-0.003360450267791748
0,8,16,72,84,0.5457333922386169,0.5332831144332886,0.01245027780532837
0,8,16,84,96,0.5457333922386169,0.5489054322242737,-0.0031720399856567383
0,16,24,0,12,0.5457333922386169,0.5446656942367554,0.0010676980018615723
0,16,24,12,24,0.5457333922386169,0.5328925251960754,0.012840867042541504
0,16,24,24,36,0.5457333922386169,0.5383760929107666,0.007357299327850342
0,16,24,36,48,0.5457333922386169,0.5477939248085022,-0.002060532569885254
0,16,24,48,60,0.5457333922386169,0.5478866696357727,-0.0021532773971557617
0,16,24,60,72,0.5457333922386169,0.5482761263847351,-0.002542734146118164
0,16,24,72,84,0.5457333922386169,0.5155114531517029,0.030221939086914062
0,16,24,84,96,0.5457333922386169,0.5154008269309998,0.030332565307617188
0,24,32,0,12,0.5457333922386169,0.5445393323898315,0.0011940598487854004
0,24,32,12,24,0.5457333922386169,0.5461195111274719,-0.00038611888885498047
0,24,32,24,36,0.5457333922386169,0.5481284856796265,-0.0023950934410095215
0,24,32,36,48,0.5457333922386169,0.547630786895752,-0.0018973946571350098
0,24,32,48,60,0.5457333922386169,0.5469058156013489,-0.0011724233627319336
0,24,32,60,72,0.5457333922386169,0.5466790199279785,-0.0009456276893615723
0,24,32,72,84,0.5457333922386169,0.5181711912155151,0.027562201023101807
0,24,32,84,96,0.5457333922386169,0.5217311978340149,0.02400219440460205
0,32,40,0,12,0.5457333922386169,0.5253402590751648,0.02039313316345215
0,32,40,12,24,0.5457333922386169,0.5452292561531067,0.0005041360855102539
0,32,40,24,36,0.5457333922386169,0.5482318997383118,-0.0024985074996948242
0,32,40,36,48,0.5457333922386169,0.5488177537918091,-0.0030843615531921387
0,32,40,48,60,0.5457333922386169,0.5457166433334351,1.6748905181884766e-05
0,32,40,60,72,0.5457333922386169,0.5464443564414978,-0.0007109642028808594
0,32,40,72,84,0.5457333922386169,0.5188255310058594,0.02690786123275757
0,32,40,84,96,0.5457333922386169,0.5421866774559021,0.0035467147827148438
0,40,48,0,12,0.5457333922386169,0.5177785754203796,0.027954816818237305
0,40,48,12,24,0.5457333922386169,0.538098156452179,0.007635235786437988
0,40,48,24,36,0.5457333922386169,0.5422202348709106,0.003513157367706299
0,40,48,36,48,0.5457333922386169,0.5453930497169495,0.00034034252166748047
0,40,48,48,60,0.5457333922386169,0.5411353707313538,0.004598021507263184
0,40,48,60,72,0.5457333922386169,0.5399404764175415,0.0057929158210754395
0,40,48,72,84,0.5457333922386169,0.532275915145874,0.01345747709274292
0,40,48,84,96,0.5457333922386169,0.5431714653968811,0.00256192684173584
0,48,56,0,12,0.5457333922386169,0.539499044418335,0.006234347820281982
0,48,56,12,24,0.5457333922386169,0.5432973504066467,0.002436041831970215
0,48,56,24,36,0.5457333922386169,0.5469260811805725,-0.0011926889419555664
0,48,56,36,48,0.5457333922386169,0.5475876331329346,-0.001854240894317627
0,48,56,48,60,0.5457333922386169,0.5464906692504883,-0.0007572770118713379
0,48,56,60,72,0.5457333922386169,0.5469970703125,-0.0012636780738830566
0,48,56,72,84,0.5457333922386169,0.5426884889602661,0.00304490327835083
0,48,56,84,96,0.5457333922386169,0.5455577969551086,0.00017559528350830078
0,56,64,0,12,0.5457333922386169,0.5478014349937439,-0.002068042755126953
0,56,64,12,24,0.5457333922386169,0.5457679629325867,-3.457069396972656e-05
0,56,64,24,36,0.5457333922386169,0.5469170212745667,-0.001183629035949707
0,56,64,36,48,0.5457333922386169,0.548025906085968,-0.0022925138473510742
0,56,64,48,60,0.5457333922386169,0.5465245842933655,-0.0007911920547485352
0,56,64,60,72,0.5457333922386169,0.5477221012115479,-0.001988708972930908
0,56,64,72,84,0.5457333922386169,0.5458276271820068,-9.423494338989258e-05
0,56,64,84,96,0.5457333922386169,0.5472925305366516,-0.001559138298034668
1,0,8,0,12,0.5457333922386169,0.5457333922386169,0.0
1,0,8,12,24,0.5457333922386169,0.5457333922386169,0.0
1,0,8,24,36,0.5457333922386169,0.5457333922386169,0.0
1,0,8,36,48,0.5457333922386169,0.5457333922386169,0.0
1,0,8,48,60,0.5457333922386169,0.5457333922386169,0.0
1,0,8,60,72,0.5457333922386169,0.5457333922386169,0.0
