patch,freq_start,freq_end,time_start,time_end,base_confidence,masked_confidence,confidence_drop
0,0,8,0,12,0.4510739743709564,0.44957441091537476,0.001499563455581665
0,0,8,12,24,0.4510739743709564,0.43383607268333435,0.01723790168762207
0,0,8,24,36,0.4510739743709564,0.4531790018081665,-0.002105027437210083
0,0,8,36,48,0.4510739743709564,0.4489469528198242,0.002127021551132202
0,0,8,48,60,0.4510739743709564,0.43529510498046875,0.01577886939048767
0,0,8,60,72,0.4510739743709564,0.42654454708099365,0.02452942728996277
0,0,8,72,84,0.4510739743709564,0.446193665266037,0.004880309104919434
0,0,8,84,96,0.4510739743709564,0.451730340719223,-0.0006563663482666016
0,8,16,0,12,0.4510739743709564,0.42591172456741333,0.02516224980354309
0,8,16,12,24,0.4510739743709564,0.4079764187335968,0.04309755563735962
0,8,16,24,36,0.4510739743709564,0.4327576160430908,0.0183163583278656
0,8,16,36,48,0.4510739743709564,0.43099159002304077,0.02008238434791565
0,8,16,48,60,0.4510739743709564,0.4335320293903351,0.017541944980621338
0,8,16,60,72,0.4510739743709564,0.43547776341438293,0.015596210956573486
0,8,16,72,84,0.4510739743709564,0.44152557849884033,0.009548395872116089
0,8,16,84,96,0.4510739743709564,0.4491824507713318,0.0018915235996246338
0,16,24,0,12,0.4510739743709564,0.4220762550830841,0.028997719287872314
0,16,24,12,24,0.4510739743709564,0.41152894496917725,0.039545029401779175
0,16,24,24,36,0.4510739743709564,0.43569719791412354,0.015376776456832886
0,16,24,36,48,0.4510739743709564,0.4453366994857788,0.005737274885177612
0,16,24,48,60,0.4510739743709564,0.45428964495658875,-0.0032156705856323242
0,16,24,60,72,0.4510739743709564,0.4543696939945221,-0.003295719623565674
0,16,24,72,84,0.4510739743709564,0.39908459782600403,0.05198937654495239
0,16,24,84,96,0.4510739743709564,0.4079645574092865,0.04310941696166992
0,24,32,0,12,0.4510739743709564,0.4325253665447235,0.01854860782623291
0,24,32,12,24,0.4510739743709564,0.42985105514526367,0.02122291922569275
0,24,32,24,36,0.4510739743709564,0.4456230401992798,0.005450934171676636
0,24,32,36,48,0.4510739743709564,0.4444631040096283,0.006610870361328125
0,24,32,48,60,0.4510739743709564,0.43190798163414,0.019165992736816406
0,24,32,60,72,0.4510739743709564,0.43777328729629517,0.013300687074661255
0,24,32,72,84,0.4510739743709564,0.41365158557891846,0.037422388792037964
0,24,32,84,96,0.4510739743709564,0.408333420753479,0.04274055361747742
0,32,40,0,12,0.4510739743709564,0.44433164596557617,0.006742328405380249
0,32,40,12,24,0.4510739743709564,0.4506487250328064,0.0004252493381500244
0,32,40,24,36,0.4510739743709564,0.45831984281539917,-0.007245868444442749
0,32,40,36,48,0.4510739743709564,0.46100378036499023,-0.009929805994033813
0,32,40,48,60,0.4510739743709564,0.43582966923713684,0.01524430513381958
0,32,40,60,72,0.4510739743709564,0.45325344800949097,-0.002179473638534546
0,32,40,72,84,0.4510739743709564,0.43642470240592957,0.014649271965026855
0,32,40,84,96,0.4510739743709564,0.4343320429325104,0.016741931438446045
0,40,48,0,12,0.4510739743709564,0.4511047303676605,-3.075599670410156e-05
0,40,48,12,24,0.4510739743709564,0.45114439725875854,-7.042288780212402e-05
0,40,48,24,36,0.4510739743709564,0.45241180062294006,-0.0013378262519836426
0,40,48,36,48,0.4510739743709564,0.45125076174736023,-0.0001767873764038086
0,40,48,48,60,0.4510739743709564,0.4537539780139923,-0.0026800036430358887
0,40,48,60,72,0.4510739743709564,0.4509548842906952,0.00011909008026123047
0,40,48,72,84,0.4510739743709564,0.45116955041885376,-9.557604789733887e-05
